# x_m;y_m
-17.2000;139.0000
-17.2000;139.8000
-17.2000;140.6000
-17.2000;141.4000
-16.4000;-1.8000
-16.4000;-1.0000
-16.4000;-0.2000
-16.4000;0.6000
-16.4000;1.4000
-16.4000;138.2000
-16.4000;139.0000
-16.4000;139.8000
-16.4000;140.6000
-16.4000;141.4000
-15.6000;-1.8000
-15.6000;-1.0000
-15.6000;-0.2000
-15.6000;0.6000
-15.6000;1.4000
-15.6000;138.2000
-15.6000;139.0000
-15.6000;139.8000
-15.6000;140.6000
-15.6000;141.4000
-14.8000;-1.8000
-14.8000;-1.0000
-14.8000;-0.2000
-14.8000;0.6000
-14.8000;1.4000
-14.8000;138.2000
-14.8000;139.0000
-14.8000;139.8000
-14.8000;140.6000
-14.8000;141.4000
-14.0000;-1.8000
-14.0000;-1.0000
-14.0000;-0.2000
-14.0000;0.6000
-14.0000;1.4000
-14.0000;138.2000
-14.0000;139.0000
-14.0000;139.8000
-14.0000;140.6000
-14.0000;141.4000
-13.2000;-1.8000
-13.2000;-1.0000
-13.2000;-0.2000
-13.2000;0.6000
-13.2000;1.4000
-13.2000;138.2000
-13.2000;139.0000
-13.2000;139.8000
-13.2000;140.6000
-13.2000;141.4000
-12.4000;-1.8000
-12.4000;-1.0000
-12.4000;-0.2000
-12.4000;0.6000
-12.4000;1.4000
-12.4000;138.2000
-12.4000;139.0000
-12.4000;139.8000
-12.4000;140.6000
-12.4000;141.4000
-11.6000;-1.8000
-11.6000;-1.0000
-11.6000;-0.2000
-11.6000;0.6000
-11.6000;1.4000
-11.6000;138.2000
-11.6000;139.0000
-11.6000;139.8000
-11.6000;140.6000
-11.6000;141.4000
-10.8000;-1.8000
-10.8000;-1.0000
-10.8000;-0.2000
-10.8000;0.6000
-10.8000;1.4000
-10.8000;138.2000
-10.8000;139.0000
-10.8000;139.8000
-10.8000;140.6000
-10.8000;141.4000
-10.0000;-1.8000
-10.0000;-1.0000
-10.0000;-0.2000
-10.0000;0.6000
-10.0000;1.4000
-10.0000;138.2000
-10.0000;139.0000
-10.0000;139.8000
-10.0000;140.6000
-10.0000;141.4000
-9.2000;-1.8000
-9.2000;-1.0000
-9.2000;-0.2000
-9.2000;0.6000
-9.2000;1.4000
-9.2000;138.2000
-9.2000;139.0000
-9.2000;139.8000
-9.2000;140.6000
-9.2000;141.4000
-8.4000;-1.8000
-8.4000;-1.0000
-8.4000;-0.2000
-8.4000;0.6000
-8.4000;1.4000
-8.4000;138.2000
-8.4000;139.0000
-8.4000;139.8000
-8.4000;140.6000
-8.4000;141.4000
-7.6000;-1.8000
-7.6000;-1.0000
-7.6000;-0.2000
-7.6000;0.6000
-7.6000;1.4000
-7.6000;138.2000
-7.6000;139.0000
-7.6000;139.8000
-7.6000;140.6000
-7.6000;141.4000
-6.8000;-1.8000
-6.8000;-1.0000
-6.8000;-0.2000
-6.8000;0.6000
-6.8000;1.4000
-6.8000;138.2000
-6.8000;139.0000
-6.8000;139.8000
-6.8000;140.6000
-6.8000;141.4000
-6.0000;-1.8000
-6.0000;-1.0000
-6.0000;-0.2000
-6.0000;0.6000
-6.0000;1.4000
-6.0000;138.2000
-6.0000;139.0000
-6.0000;139.8000
-6.0000;140.6000
-6.0000;141.4000
-5.2000;-1.8000
-5.2000;-1.0000
-5.2000;-0.2000
-5.2000;0.6000
-5.2000;1.4000
-5.2000;138.2000
-5.2000;139.0000
-5.2000;139.8000
-5.2000;140.6000
-5.2000;141.4000
-4.4000;-1.8000
-4.4000;-1.0000
-4.4000;-0.2000
-4.4000;0.6000
-4.4000;1.4000
-4.4000;138.2000
-4.4000;139.0000
-4.4000;139.8000
-4.4000;140.6000
-4.4000;141.4000
-3.6000;-1.8000
-3.6000;-1.0000
-3.6000;-0.2000
-3.6000;0.6000
-3.6000;1.4000
-3.6000;138.2000
-3.6000;139.0000
-3.6000;139.8000
-3.6000;140.6000
-3.6000;141.4000
-2.8000;-1.8000
-2.8000;-1.0000
-2.8000;-0.2000
-2.8000;0.6000
-2.8000;1.4000
-2.8000;138.2000
-2.8000;139.0000
-2.8000;139.8000
-2.8000;140.6000
-2.8000;141.4000
-2.0000;-1.8000
-2.0000;-1.0000
-2.0000;-0.2000
-2.0000;0.6000
-2.0000;1.4000
-2.0000;138.2000
-2.0000;139.0000
-2.0000;139.8000
-2.0000;140.6000
-2.0000;141.4000
-1.2000;-1.8000
-1.2000;-1.0000
-1.2000;-0.2000
-1.2000;0.6000
-1.2000;1.4000
-1.2000;138.2000
-1.2000;139.0000
-1.2000;139.8000
-1.2000;140.6000
-1.2000;141.4000
-0.4000;-1.8000
-0.4000;-1.0000
-0.4000;-0.2000
-0.4000;0.6000
-0.4000;1.4000
-0.4000;138.2000
-0.4000;139.0000
-0.4000;139.8000
-0.4000;140.6000
-0.4000;141.4000
0.4000;-1.8000
0.4000;-1.0000
0.4000;-0.2000
0.4000;0.6000
0.4000;1.4000
0.4000;138.2000
0.4000;139.0000
0.4000;139.8000
0.4000;140.6000
0.4000;141.4000
1.2000;-1.8000
1.2000;-1.0000
1.2000;-0.2000
1.2000;0.6000
1.2000;1.4000
1.2000;138.2000
1.2000;139.0000
1.2000;139.8000
1.2000;140.6000
1.2000;141.4000
2.0000;-1.8000
2.0000;-1.0000
2.0000;-0.2000
2.0000;0.6000
2.0000;1.4000
2.0000;138.2000
2.0000;139.0000
2.0000;139.8000
2.0000;140.6000
2.0000;141.4000
2.8000;-1.8000
2.8000;-1.0000
2.8000;-0.2000
2.8000;0.6000
2.8000;1.4000
2.8000;138.2000
2.8000;139.0000
2.8000;139.8000
2.8000;140.6000
2.8000;141.4000
3.6000;-1.8000
3.6000;-1.0000
3.6000;-0.2000
3.6000;0.6000
3.6000;1.4000
3.6000;138.2000
3.6000;139.0000
3.6000;139.8000
3.6000;140.6000
3.6000;141.4000
4.4000;-1.8000
4.4000;-1.0000
4.4000;-0.2000
4.4000;0.6000
4.4000;1.4000
4.4000;138.2000
4.4000;139.0000
4.4000;139.8000
4.4000;140.6000
4.4000;141.4000
5.2000;-1.8000
5.2000;-1.0000
5.2000;-0.2000
5.2000;0.6000
5.2000;1.4000
5.2000;138.2000
5.2000;139.0000
5.2000;139.8000
5.2000;140.6000
5.2000;141.4000
6.0000;-1.8000
6.0000;-1.0000
6.0000;-0.2000
6.0000;0.6000
6.0000;1.4000
6.0000;138.2000
6.0000;139.0000
6.0000;139.8000
6.0000;140.6000
6.0000;141.4000
6.8000;-1.8000
6.8000;-1.0000
6.8000;-0.2000
6.8000;0.6000
6.8000;1.4000
6.8000;138.2000
6.8000;139.0000
6.8000;139.8000
6.8000;140.6000
6.8000;141.4000
7.6000;-1.8000
7.6000;-1.0000
7.6000;-0.2000
7.6000;0.6000
7.6000;1.4000
7.6000;138.2000
7.6000;139.0000
7.6000;139.8000
7.6000;140.6000
7.6000;141.4000
8.4000;-1.8000
8.4000;-1.0000
8.4000;-0.2000
8.4000;0.6000
8.4000;1.4000
8.4000;138.2000
8.4000;139.0000
8.4000;139.8000
8.4000;140.6000
8.4000;141.4000
9.2000;-1.8000
9.2000;-1.0000
9.2000;-0.2000
9.2000;0.6000
9.2000;1.4000
9.2000;138.2000
9.2000;139.0000
9.2000;139.8000
9.2000;140.6000
9.2000;141.4000
10.0000;-1.8000
10.0000;-1.0000
10.0000;-0.2000
10.0000;0.6000
10.0000;1.4000
10.0000;138.2000
10.0000;139.0000
10.0000;139.8000
10.0000;140.6000
10.0000;141.4000
10.8000;-1.8000
10.8000;-1.0000
10.8000;-0.2000
10.8000;0.6000
10.8000;1.4000
10.8000;138.2000
10.8000;139.0000
10.8000;139.8000
10.8000;140.6000
10.8000;141.4000
11.6000;-1.8000
11.6000;-1.0000
11.6000;-0.2000
11.6000;0.6000
11.6000;1.4000
11.6000;138.2000
11.6000;139.0000
11.6000;139.8000
11.6000;140.6000
11.6000;141.4000
12.4000;-1.0000
12.4000;-0.2000
12.4000;0.6000
12.4000;1.4000
12.4000;139.0000
12.4000;139.8000
12.4000;140.6000
12.4000;141.4000
13.2000;-1.0000
13.2000;-0.2000
13.2000;0.6000
13.2000;1.4000
13.2000;2.2000
13.2000;139.0000
13.2000;139.8000
13.2000;140.6000
13.2000;141.4000
13.2000;142.2000
14.0000;-1.0000
14.0000;-0.2000
14.0000;0.6000
14.0000;1.4000
14.0000;2.2000
14.0000;139.0000
14.0000;139.8000
14.0000;140.6000
14.0000;141.4000
14.0000;142.2000
14.8000;-1.0000
14.8000;-0.2000
14.8000;0.6000
14.8000;1.4000
14.8000;2.2000
14.8000;139.0000
14.8000;139.8000
14.8000;140.6000
14.8000;141.4000
14.8000;142.2000
15.6000;-1.0000
15.6000;-0.2000
15.6000;0.6000
15.6000;1.4000
15.6000;2.2000
15.6000;139.0000
15.6000;139.8000
15.6000;140.6000
15.6000;141.4000
15.6000;142.2000
16.4000;-0.2000
16.4000;0.6000
16.4000;1.4000
16.4000;2.2000
16.4000;3.0000
16.4000;139.8000
16.4000;140.6000
16.4000;141.4000
16.4000;142.2000
16.4000;143.0000
17.2000;-0.2000
17.2000;0.6000
17.2000;1.4000
17.2000;2.2000
17.2000;3.0000
17.2000;139.8000
17.2000;140.6000
17.2000;141.4000
17.2000;142.2000
17.2000;143.0000
18.0000;-0.2000
18.0000;0.6000
18.0000;1.4000
18.0000;2.2000
18.0000;3.0000
18.0000;139.8000
18.0000;140.6000
18.0000;141.4000
18.0000;142.2000
18.0000;143.0000
18.8000;-0.2000
18.8000;0.6000
18.8000;1.4000
18.8000;2.2000
18.8000;3.0000
18.8000;139.8000
18.8000;140.6000
18.8000;141.4000
18.8000;142.2000
18.8000;143.0000
19.6000;0.6000
19.6000;1.4000
19.6000;2.2000
19.6000;3.0000
19.6000;3.8000
19.6000;140.6000
19.6000;141.4000
19.6000;142.2000
19.6000;143.0000
19.6000;143.8000
20.4000;0.6000
20.4000;1.4000
20.4000;2.2000
20.4000;3.0000
20.4000;3.8000
20.4000;140.6000
20.4000;141.4000
20.4000;142.2000
20.4000;143.0000
20.4000;143.8000
21.2000;0.6000
21.2000;1.4000
21.2000;2.2000
21.2000;3.0000
21.2000;3.8000
21.2000;140.6000
21.2000;141.4000
21.2000;142.2000
21.2000;143.0000
21.2000;143.8000
22.0000;0.6000
22.0000;1.4000
22.0000;2.2000
22.0000;3.0000
22.0000;3.8000
22.0000;140.6000
22.0000;141.4000
22.0000;142.2000
22.0000;143.0000
22.0000;143.8000
22.8000;1.4000
22.8000;2.2000
22.8000;3.0000
22.8000;3.8000
22.8000;4.6000
22.8000;141.4000
22.8000;142.2000
22.8000;143.0000
22.8000;143.8000
22.8000;144.6000
23.6000;1.4000
23.6000;2.2000
23.6000;3.0000
23.6000;3.8000
23.6000;4.6000
23.6000;141.4000
23.6000;142.2000
23.6000;143.0000
23.6000;143.8000
23.6000;144.6000
24.4000;1.4000
24.4000;2.2000
24.4000;3.0000
24.4000;3.8000
24.4000;4.6000
24.4000;141.4000
24.4000;142.2000
24.4000;143.0000
24.4000;143.8000
24.4000;144.6000
25.2000;1.4000
25.2000;2.2000
25.2000;3.0000
25.2000;3.8000
25.2000;4.6000
25.2000;141.4000
25.2000;142.2000
25.2000;143.0000
25.2000;143.8000
25.2000;144.6000
26.0000;1.4000
26.0000;2.2000
26.0000;3.0000
26.0000;3.8000
26.0000;4.6000
26.0000;141.4000
26.0000;142.2000
26.0000;143.0000
26.0000;143.8000
26.0000;144.6000
26.8000;1.4000
26.8000;2.2000
26.8000;3.0000
26.8000;3.8000
26.8000;4.6000
26.8000;141.4000
26.8000;142.2000
26.8000;143.0000
26.8000;143.8000
26.8000;144.6000
27.6000;1.4000
27.6000;2.2000
27.6000;3.0000
27.6000;3.8000
27.6000;4.6000
27.6000;141.4000
27.6000;142.2000
27.6000;143.0000
27.6000;143.8000
27.6000;144.6000
28.4000;1.4000
28.4000;2.2000
28.4000;3.0000
28.4000;3.8000
28.4000;4.6000
28.4000;141.4000
28.4000;142.2000
28.4000;143.0000
28.4000;143.8000
28.4000;144.6000
29.2000;1.4000
29.2000;2.2000
29.2000;3.0000
29.2000;3.8000
29.2000;4.6000
29.2000;141.4000
29.2000;142.2000
29.2000;143.0000
29.2000;143.8000
29.2000;144.6000
30.0000;1.4000
30.0000;2.2000
30.0000;3.0000
30.0000;3.8000
30.0000;4.6000
30.0000;141.4000
30.0000;142.2000
30.0000;143.0000
30.0000;143.8000
30.0000;144.6000
30.8000;1.4000
30.8000;2.2000
30.8000;3.0000
30.8000;3.8000
30.8000;4.6000
30.8000;141.4000
30.8000;142.2000
30.8000;143.0000
30.8000;143.8000
30.8000;144.6000
31.6000;1.4000
31.6000;2.2000
31.6000;3.0000
31.6000;3.8000
31.6000;4.6000
31.6000;141.4000
31.6000;142.2000
31.6000;143.0000
31.6000;143.8000
31.6000;144.6000
32.4000;1.4000
32.4000;2.2000
32.4000;3.0000
32.4000;3.8000
32.4000;4.6000
32.4000;141.4000
32.4000;142.2000
32.4000;143.0000
32.4000;143.8000
32.4000;144.6000
33.2000;1.4000
33.2000;2.2000
33.2000;3.0000
33.2000;3.8000
33.2000;4.6000
33.2000;141.4000
33.2000;142.2000
33.2000;143.0000
33.2000;143.8000
33.2000;144.6000
34.0000;1.4000
34.0000;2.2000
34.0000;3.0000
34.0000;3.8000
34.0000;4.6000
34.0000;141.4000
34.0000;142.2000
34.0000;143.0000
34.0000;143.8000
34.0000;144.6000
34.8000;1.4000
34.8000;2.2000
34.8000;3.0000
34.8000;3.8000
34.8000;4.6000
34.8000;141.4000
34.8000;142.2000
34.8000;143.0000
34.8000;143.8000
34.8000;144.6000
35.6000;1.4000
35.6000;2.2000
35.6000;3.0000
35.6000;3.8000
35.6000;4.6000
35.6000;141.4000
35.6000;142.2000
35.6000;143.0000
35.6000;143.8000
35.6000;144.6000
36.4000;1.4000
36.4000;2.2000
36.4000;3.0000
36.4000;3.8000
36.4000;4.6000
36.4000;141.4000
36.4000;142.2000
36.4000;143.0000
36.4000;143.8000
36.4000;144.6000
37.2000;1.4000
37.2000;2.2000
37.2000;3.0000
37.2000;3.8000
37.2000;4.6000
37.2000;141.4000
37.2000;142.2000
37.2000;143.0000
37.2000;143.8000
37.2000;144.6000
38.0000;1.4000
38.0000;2.2000
38.0000;3.0000
38.0000;3.8000
38.0000;4.6000
38.0000;141.4000
38.0000;142.2000
38.0000;143.0000
38.0000;143.8000
38.0000;144.6000
38.8000;1.4000
38.8000;2.2000
38.8000;3.0000
38.8000;3.8000
38.8000;4.6000
38.8000;141.4000
38.8000;142.2000
38.8000;143.0000
38.8000;143.8000
38.8000;144.6000
39.6000;0.6000
39.6000;1.4000
39.6000;2.2000
39.6000;3.0000
39.6000;3.8000
39.6000;140.6000
39.6000;141.4000
39.6000;142.2000
39.6000;143.0000
39.6000;143.8000
40.4000;0.6000
40.4000;1.4000
40.4000;2.2000
40.4000;3.0000
40.4000;3.8000
40.4000;140.6000
40.4000;141.4000
40.4000;142.2000
40.4000;143.0000
40.4000;143.8000
41.2000;0.6000
41.2000;1.4000
41.2000;2.2000
41.2000;3.0000
41.2000;3.8000
41.2000;140.6000
41.2000;141.4000
41.2000;142.2000
41.2000;143.0000
41.2000;143.8000
42.0000;0.6000
42.0000;1.4000
42.0000;2.2000
42.0000;3.0000
42.0000;3.8000
42.0000;140.6000
42.0000;141.4000
42.0000;142.2000
42.0000;143.0000
42.0000;143.8000
42.8000;-0.2000
42.8000;0.6000
42.8000;1.4000
42.8000;2.2000
42.8000;3.0000
42.8000;139.8000
42.8000;140.6000
42.8000;141.4000
42.8000;142.2000
42.8000;143.0000
43.6000;-0.2000
43.6000;0.6000
43.6000;1.4000
43.6000;2.2000
43.6000;3.0000
43.6000;139.8000
43.6000;140.6000
43.6000;141.4000
43.6000;142.2000
43.6000;143.0000
44.4000;-0.2000
44.4000;0.6000
44.4000;1.4000
44.4000;2.2000
44.4000;3.0000
44.4000;139.8000
44.4000;140.6000
44.4000;141.4000
44.4000;142.2000
44.4000;143.0000
45.2000;-0.2000
45.2000;0.6000
45.2000;1.4000
45.2000;2.2000
45.2000;3.0000
45.2000;139.8000
45.2000;140.6000
45.2000;141.4000
45.2000;142.2000
45.2000;143.0000
46.0000;-1.0000
46.0000;-0.2000
46.0000;0.6000
46.0000;1.4000
46.0000;2.2000
46.0000;139.0000
46.0000;139.8000
46.0000;140.6000
46.0000;141.4000
46.0000;142.2000
46.8000;-1.0000
46.8000;-0.2000
46.8000;0.6000
46.8000;1.4000
46.8000;2.2000
46.8000;139.0000
46.8000;139.8000
46.8000;140.6000
46.8000;141.4000
46.8000;142.2000
47.6000;-1.0000
47.6000;-0.2000
47.6000;0.6000
47.6000;1.4000
47.6000;2.2000
47.6000;139.0000
47.6000;139.8000
47.6000;140.6000
47.6000;141.4000
47.6000;142.2000
48.4000;-1.0000
48.4000;-0.2000
48.4000;0.6000
48.4000;1.4000
48.4000;2.2000
48.4000;139.0000
48.4000;139.8000
48.4000;140.6000
48.4000;141.4000
48.4000;142.2000
49.2000;-1.0000
49.2000;-0.2000
49.2000;0.6000
49.2000;1.4000
49.2000;139.0000
49.2000;139.8000
49.2000;140.6000
49.2000;141.4000
50.0000;-1.8000
50.0000;-1.0000
50.0000;-0.2000
50.0000;0.6000
50.0000;1.4000
50.0000;138.2000
50.0000;139.0000
50.0000;139.8000
50.0000;140.6000
50.0000;141.4000
50.8000;-1.8000
50.8000;-1.0000
50.8000;-0.2000
50.8000;0.6000
50.8000;1.4000
50.8000;138.2000
50.8000;139.0000
50.8000;139.8000
50.8000;140.6000
50.8000;141.4000
51.6000;-1.8000
51.6000;-1.0000
51.6000;-0.2000
51.6000;0.6000
51.6000;1.4000
51.6000;138.2000
51.6000;139.0000
51.6000;139.8000
51.6000;140.6000
51.6000;141.4000
52.4000;-1.8000
52.4000;-1.0000
52.4000;-0.2000
52.4000;0.6000
52.4000;1.4000
52.4000;138.2000
52.4000;139.0000
52.4000;139.8000
52.4000;140.6000
52.4000;141.4000
53.2000;-1.8000
53.2000;-1.0000
53.2000;-0.2000
53.2000;0.6000
53.2000;1.4000
53.2000;138.2000
53.2000;139.0000
53.2000;139.8000
53.2000;140.6000
53.2000;141.4000
54.0000;-1.8000
54.0000;-1.0000
54.0000;-0.2000
54.0000;0.6000
54.0000;1.4000
54.0000;138.2000
54.0000;139.0000
54.0000;139.8000
54.0000;140.6000
54.0000;141.4000
54.8000;-1.8000
54.8000;-1.0000
54.8000;-0.2000
54.8000;0.6000
54.8000;1.4000
54.8000;138.2000
54.8000;139.0000
54.8000;139.8000
54.8000;140.6000
54.8000;141.4000
55.6000;-1.8000
55.6000;-1.0000
55.6000;-0.2000
55.6000;0.6000
55.6000;1.4000
55.6000;138.2000
55.6000;139.0000
55.6000;139.8000
55.6000;140.6000
55.6000;141.4000
56.4000;-1.8000
56.4000;-1.0000
56.4000;-0.2000
56.4000;0.6000
56.4000;1.4000
56.4000;138.2000
56.4000;139.0000
56.4000;139.8000
56.4000;140.6000
56.4000;141.4000
57.2000;-1.8000
57.2000;-1.0000
57.2000;-0.2000
57.2000;0.6000
57.2000;1.4000
57.2000;138.2000
57.2000;139.0000
57.2000;139.8000
57.2000;140.6000
57.2000;141.4000
58.0000;-1.8000
58.0000;-1.0000
58.0000;-0.2000
58.0000;0.6000
58.0000;1.4000
58.0000;138.2000
58.0000;139.0000
58.0000;139.8000
58.0000;140.6000
58.0000;141.4000
58.8000;-1.8000
58.8000;-1.0000
58.8000;-0.2000
58.8000;0.6000
58.8000;1.4000
58.8000;138.2000
58.8000;139.0000
58.8000;139.8000
58.8000;140.6000
58.8000;141.4000
59.6000;-1.8000
59.6000;-1.0000
59.6000;-0.2000
59.6000;0.6000
59.6000;1.4000
59.6000;138.2000
59.6000;139.0000
59.6000;139.8000
59.6000;140.6000
59.6000;141.4000
60.4000;-1.0000
60.4000;-0.2000
60.4000;0.6000
60.4000;1.4000
60.4000;139.0000
60.4000;139.8000
60.4000;140.6000
60.4000;141.4000
61.2000;-1.0000
61.2000;-0.2000
61.2000;0.6000
61.2000;1.4000
61.2000;2.2000
61.2000;139.0000
61.2000;139.8000
61.2000;140.6000
61.2000;141.4000
61.2000;142.2000
62.0000;-1.0000
62.0000;-0.2000
62.0000;0.6000
62.0000;1.4000
62.0000;2.2000
62.0000;139.0000
62.0000;139.8000
62.0000;140.6000
62.0000;141.4000
62.0000;142.2000
62.8000;-1.0000
62.8000;-0.2000
62.8000;0.6000
62.8000;1.4000
62.8000;2.2000
62.8000;139.0000
62.8000;139.8000
62.8000;140.6000
62.8000;141.4000
62.8000;142.2000
63.6000;-1.0000
63.6000;-0.2000
63.6000;0.6000
63.6000;1.4000
63.6000;2.2000
63.6000;139.0000
63.6000;139.8000
63.6000;140.6000
63.6000;141.4000
63.6000;142.2000
64.4000;-1.0000
64.4000;-0.2000
64.4000;0.6000
64.4000;1.4000
64.4000;2.2000
64.4000;139.0000
64.4000;139.8000
64.4000;140.6000
64.4000;141.4000
64.4000;142.2000
65.2000;-0.2000
65.2000;0.6000
65.2000;1.4000
65.2000;2.2000
65.2000;3.0000
65.2000;139.8000
65.2000;140.6000
65.2000;141.4000
65.2000;142.2000
65.2000;143.0000
66.0000;-0.2000
66.0000;0.6000
66.0000;1.4000
66.0000;2.2000
66.0000;3.0000
66.0000;139.8000
66.0000;140.6000
66.0000;141.4000
66.0000;142.2000
66.0000;143.0000
66.8000;-0.2000
66.8000;0.6000
66.8000;1.4000
66.8000;2.2000
66.8000;3.0000
66.8000;139.8000
66.8000;140.6000
66.8000;141.4000
66.8000;142.2000
66.8000;143.0000
67.6000;-0.2000
67.6000;0.6000
67.6000;1.4000
67.6000;2.2000
67.6000;3.0000
67.6000;139.8000
67.6000;140.6000
67.6000;141.4000
67.6000;142.2000
67.6000;143.0000
68.4000;0.6000
68.4000;1.4000
68.4000;2.2000
68.4000;3.0000
68.4000;3.8000
68.4000;140.6000
68.4000;141.4000
68.4000;142.2000
68.4000;143.0000
68.4000;143.8000
69.2000;0.6000
69.2000;1.4000
69.2000;2.2000
69.2000;3.0000
69.2000;3.8000
69.2000;140.6000
69.2000;141.4000
69.2000;142.2000
69.2000;143.0000
69.2000;143.8000
70.0000;0.6000
70.0000;1.4000
70.0000;2.2000
70.0000;3.0000
70.0000;3.8000
70.0000;140.6000
70.0000;141.4000
70.0000;142.2000
70.0000;143.0000
70.0000;143.8000
70.8000;0.6000
70.8000;1.4000
70.8000;2.2000
70.8000;3.0000
70.8000;3.8000
70.8000;140.6000
70.8000;141.4000
70.8000;142.2000
70.8000;143.0000
70.8000;143.8000
71.6000;0.6000
71.6000;1.4000
71.6000;2.2000
71.6000;3.0000
71.6000;3.8000
71.6000;140.6000
71.6000;141.4000
71.6000;142.2000
71.6000;143.0000
71.6000;143.8000
72.4000;1.4000
72.4000;2.2000
72.4000;3.0000
72.4000;3.8000
72.4000;4.6000
72.4000;141.4000
72.4000;142.2000
72.4000;143.0000
72.4000;143.8000
72.4000;144.6000
73.2000;1.4000
73.2000;2.2000
73.2000;3.0000
73.2000;3.8000
73.2000;4.6000
73.2000;141.4000
73.2000;142.2000
73.2000;143.0000
73.2000;143.8000
73.2000;144.6000
74.0000;1.4000
74.0000;2.2000
74.0000;3.0000
74.0000;3.8000
74.0000;4.6000
74.0000;141.4000
74.0000;142.2000
74.0000;143.0000
74.0000;143.8000
74.0000;144.6000
74.8000;1.4000
74.8000;2.2000
74.8000;3.0000
74.8000;3.8000
74.8000;4.6000
74.8000;141.4000
74.8000;142.2000
74.8000;143.0000
74.8000;143.8000
74.8000;144.6000
75.6000;1.4000
75.6000;2.2000
75.6000;3.0000
75.6000;3.8000
75.6000;4.6000
75.6000;141.4000
75.6000;142.2000
75.6000;143.0000
75.6000;143.8000
75.6000;144.6000
76.4000;1.4000
76.4000;2.2000
76.4000;3.0000
76.4000;3.8000
76.4000;4.6000
76.4000;141.4000
76.4000;142.2000
76.4000;143.0000
76.4000;143.8000
76.4000;144.6000
77.2000;1.4000
77.2000;2.2000
77.2000;3.0000
77.2000;3.8000
77.2000;4.6000
77.2000;141.4000
77.2000;142.2000
77.2000;143.0000
77.2000;143.8000
77.2000;144.6000
78.0000;1.4000
78.0000;2.2000
78.0000;3.0000
78.0000;3.8000
78.0000;4.6000
78.0000;141.4000
78.0000;142.2000
78.0000;143.0000
78.0000;143.8000
78.0000;144.6000
78.8000;1.4000
78.8000;2.2000
78.8000;3.0000
78.8000;3.8000
78.8000;4.6000
78.8000;141.4000
78.8000;142.2000
78.8000;143.0000
78.8000;143.8000
78.8000;144.6000
79.6000;1.4000
79.6000;2.2000
79.6000;3.0000
79.6000;3.8000
79.6000;4.6000
79.6000;141.4000
79.6000;142.2000
79.6000;143.0000
79.6000;143.8000
79.6000;144.6000
80.4000;1.4000
80.4000;2.2000
80.4000;3.0000
80.4000;3.8000
80.4000;4.6000
80.4000;141.4000
80.4000;142.2000
80.4000;143.0000
80.4000;143.8000
80.4000;144.6000
81.2000;1.4000
81.2000;2.2000
81.2000;3.0000
81.2000;3.8000
81.2000;4.6000
81.2000;141.4000
81.2000;142.2000
81.2000;143.0000
81.2000;143.8000
81.2000;144.6000
82.0000;1.4000
82.0000;2.2000
82.0000;3.0000
82.0000;3.8000
82.0000;4.6000
82.0000;141.4000
82.0000;142.2000
82.0000;143.0000
82.0000;143.8000
82.0000;144.6000
82.8000;1.4000
82.8000;2.2000
82.8000;3.0000
82.8000;3.8000
82.8000;4.6000
82.8000;141.4000
82.8000;142.2000
82.8000;143.0000
82.8000;143.8000
82.8000;144.6000
83.6000;1.4000
83.6000;2.2000
83.6000;3.0000
83.6000;3.8000
83.6000;4.6000
83.6000;141.4000
83.6000;142.2000
83.6000;143.0000
83.6000;143.8000
83.6000;144.6000
84.4000;1.4000
84.4000;2.2000
84.4000;3.0000
84.4000;3.8000
84.4000;4.6000
84.4000;141.4000
84.4000;142.2000
84.4000;143.0000
84.4000;143.8000
84.4000;144.6000
85.2000;1.4000
85.2000;2.2000
85.2000;3.0000
85.2000;3.8000
85.2000;4.6000
85.2000;141.4000
85.2000;142.2000
85.2000;143.0000
85.2000;143.8000
85.2000;144.6000
86.0000;1.4000
86.0000;2.2000
86.0000;3.0000
86.0000;3.8000
86.0000;4.6000
86.0000;141.4000
86.0000;142.2000
86.0000;143.0000
86.0000;143.8000
86.0000;144.6000
86.8000;1.4000
86.8000;2.2000
86.8000;3.0000
86.8000;3.8000
86.8000;4.6000
86.8000;141.4000
86.8000;142.2000
86.8000;143.0000
86.8000;143.8000
86.8000;144.6000
87.6000;1.4000
87.6000;2.2000
87.6000;3.0000
87.6000;3.8000
87.6000;4.6000
87.6000;141.4000
87.6000;142.2000
87.6000;143.0000
87.6000;143.8000
87.6000;144.6000
88.4000;0.6000
88.4000;1.4000
88.4000;2.2000
88.4000;3.0000
88.4000;3.8000
88.4000;140.6000
88.4000;141.4000
88.4000;142.2000
88.4000;143.0000
88.4000;143.8000
89.2000;0.6000
89.2000;1.4000
89.2000;2.2000
89.2000;3.0000
89.2000;3.8000
89.2000;140.6000
89.2000;141.4000
89.2000;142.2000
89.2000;143.0000
89.2000;143.8000
90.0000;0.6000
90.0000;1.4000
90.0000;2.2000
90.0000;3.0000
90.0000;3.8000
90.0000;140.6000
90.0000;141.4000
90.0000;142.2000
90.0000;143.0000
90.0000;143.8000
90.8000;0.6000
90.8000;1.4000
90.8000;2.2000
90.8000;3.0000
90.8000;3.8000
90.8000;140.6000
90.8000;141.4000
90.8000;142.2000
90.8000;143.0000
90.8000;143.8000
91.6000;-0.2000
91.6000;0.6000
91.6000;1.4000
91.6000;2.2000
91.6000;3.0000
91.6000;139.8000
91.6000;140.6000
91.6000;141.4000
91.6000;142.2000
91.6000;143.0000
